dataset_id,short_name,column_index,variable_name,privacy_role,role_rationale,semantic_description,measurement_level,unit,coding_or_expected_range,observed_values_summary,nonmissing_count,missing_count,missing_rate,unique_count,scenario_membership,derived_formula,semantic_source,semantic_status,source_url
D3,Health_Message,12,P2_6,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 6; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,13,P2_7,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 7; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,14,P2_8,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 8; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,15,P2_9,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 9; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,16,P2_10,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 10; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,17,P2_11,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 11; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,18,P2_12,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 12; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,19,P2_13,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 13; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,20,P2_14,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 14; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,21,P2_15,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 15; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,22,P2_16,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 16; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,23,P2_17,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 17; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,24,P2_18,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 18; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,25,P2_19,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 19; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,26,P2_20,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Deposited depression-instrument item score P2 item 20; exact item-to-question mapping is not included in the local deposit.,ordinal item score,0-3 points,,0; 1; 2; 3,348,0,0.0,4,,,related publication and observed file,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,27,P2_T,item_level;sensitive,configured outcome or health/psychological attribute used for attribute-disclosure checks; fine-grained response item contributing to a potentially distinctive response pattern,"Total depression-instrument score across P2_1 to P2_20 as deposited; the sum is verified, but the related publication describes BDI-II and the workbook contains only 20 visible P2 item columns, which requires author confirmation.",integer score,points,,min=0; max=43; 36 distinct,348,0,0.0,36,,sum(P2_1..P2_20),related publication and row-wise verification,needs_author_confirmation,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,28,P3_1,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 1 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,29,P3_2,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 2 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,30,P3_3,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 3 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,31,P3_4,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 4 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,32,P3_5,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 5 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,33,P3_6,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 6 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,34,P3_7,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 7 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,35,P3_8,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 8 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,36,P3_9,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 9 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,37,P3_10,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 10 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,38,P3_11,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 11 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,39,P3_12,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 12 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,40,P3_13,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 13 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,41,P3_14,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 14 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,42,P3_15,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 15 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,43,P3_16,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 16 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,44,P3_17,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 17 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,45,P3_18,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 18 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,46,P3_19,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 19 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,47,P3_20,item_level,fine-grained response item contributing to a potentially distinctive response pattern,State Anxiety Inventory item 20 response score.,ordinal item score,1-4 points,,1; 2; 3; 4,348,0,0.0,4,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,48,P3_T,item_level;sensitive,configured outcome or health/psychological attribute used for attribute-disclosure checks; fine-grained response item contributing to a potentially distinctive response pattern,Total state-anxiety score across the 20 P3 items.,integer score,points,,min=20; max=79; 56 distinct,348,0,0.0,56,,sum(P3_1..P3_20),related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,49,P4LS_GD,other,not used by the current privacy-role configuration,"Mean affect rating for G-framed, LS-severity messages with D outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 1.5; 2.0; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,10,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,50,P4LS_GUD,other,not used by the current privacy-role configuration,"Mean affect rating for G-framed, LS-severity messages with UD outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 2.0; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,9,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,51,P4LS_LD,other,not used by the current privacy-role configuration,"Mean affect rating for L-framed, LS-severity messages with D outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 1.5; 2.0; 2.5; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,11,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,52,P4LS_LUD,other,not used by the current privacy-role configuration,"Mean affect rating for L-framed, LS-severity messages with UD outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 1.5; 2.0; 2.5; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,11,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,53,P4MS_GD,other,not used by the current privacy-role configuration,"Mean affect rating for G-framed, MS-severity messages with D outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 2.0; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,9,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,54,P4MS_GUD,other,not used by the current privacy-role configuration,"Mean affect rating for G-framed, MS-severity messages with UD outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 1.5; 2.0; 2.5; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,11,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,55,P4MS_LD,other,not used by the current privacy-role configuration,"Mean affect rating for L-framed, MS-severity messages with D outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 1.5; 2.0; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,10,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,56,P4MS_LUD,other,not used by the current privacy-role configuration,"Mean affect rating for L-framed, MS-severity messages with UD outcomes (LS=less severe, MS=more severe, G=gain, L=loss, D=desirable, UD=undesirable).",derived continuous score,1-6 rating,,1.0; 1.5; 2.0; 2.5; 3.0; 3.5; 4.0; 4.5; 5.0; 5.5; 6.0,348,0,0.0,11,,,related publication,confirmed_repository_description,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,57,Age_Group,other,not used by the current privacy-role configuration,"Three-level derived age group (young, middle-aged, old); numeric code-to-label mapping is not deposited locally.",ordinal code,,,1; 2; 3,348,0,0.0,3,core;coarse,,repository description and related publication,coding_not_deposited,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,58,Gain_LS,other,not used by the current privacy-role configuration,"Mean affect rating for gain-framed, less-severe messages across desirable and undesirable outcomes.",derived continuous score,1-6 rating,,min=1; max=6; 18 distinct,348,0,0.0,18,,"mean(P4LS_GD, P4LS_GUD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,59,Loss_LS,other,not used by the current privacy-role configuration,"Mean affect rating for loss-framed, less-severe messages across desirable and undesirable outcomes.",derived continuous score,1-6 rating,,min=1; max=6; 20 distinct,348,0,0.0,20,,"mean(P4LS_LD, P4LS_LUD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,60,Gain_MS,other,not used by the current privacy-role configuration,"Mean affect rating for gain-framed, more-severe messages across desirable and undesirable outcomes.",derived continuous score,1-6 rating,,min=1; max=6; 16 distinct,348,0,0.0,16,,"mean(P4MS_GD, P4MS_GUD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,61,Loss_MS,other,not used by the current privacy-role configuration,"Mean affect rating for loss-framed, more-severe messages across desirable and undesirable outcomes.",derived continuous score,1-6 rating,,min=1; max=6; 21 distinct,348,0,0.0,21,,"mean(P4MS_LD, P4MS_LUD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,62,Gain,other,not used by the current privacy-role configuration,"Overall gain-frame affect score. Construct is confirmed, but the deposited rounding differs by up to 0.05 from the visible four-component mean.",derived continuous score,1-6 rating,,min=1; max=6; 34 distinct,348,0,0.0,34,,"mean(P4LS_GD, P4LS_GUD, P4MS_GD, P4MS_GUD), deposited rounding",related publication and row-wise verification,partially_verified_rounding_unresolved,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,63,Loss,other,not used by the current privacy-role configuration,"Overall loss-frame affect score. Construct is confirmed, but the deposited rounding differs by up to 0.05 from the visible four-component mean.",derived continuous score,1-6 rating,,min=1; max=6; 45 distinct,348,0,0.0,45,,"mean(P4LS_LD, P4LS_LUD, P4MS_LD, P4MS_LUD), deposited rounding",related publication and row-wise verification,partially_verified_rounding_unresolved,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,64,Gain_D,other,not used by the current privacy-role configuration,Mean gain-frame affect rating for desirable outcomes across severity levels.,derived continuous score,1-6 rating,,min=1; max=6; 14 distinct,348,0,0.0,14,,"mean(P4LS_GD, P4MS_GD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,65,Gain_UD,other,not used by the current privacy-role configuration,Mean gain-frame affect rating for undesirable outcomes across severity levels.,derived continuous score,1-6 rating,,min=1; max=6; 18 distinct,348,0,0.0,18,,"mean(P4LS_GUD, P4MS_GUD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,66,Loss_D,other,not used by the current privacy-role configuration,Mean loss-frame affect rating for desirable outcomes across severity levels.,derived continuous score,1-6 rating,,min=1; max=6; 19 distinct,348,0,0.0,19,,"mean(P4LS_LD, P4MS_LD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D3,Health_Message,67,Loss_UD,other,not used by the current privacy-role configuration,Mean loss-frame affect rating for undesirable outcomes across severity levels.,derived continuous score,1-6 rating,,min=1; max=6; 20 distinct,348,0,0.0,20,,"mean(P4LS_LUD, P4MS_LUD)",related publication and row-wise verification,derived_and_empirically_verified,https://data.mendeley.com/datasets/2v8k7kk9vt/1
D4,Employee_Attrition,1,ID,structural_identifier,identifier-like or operational field excluded from public release candidates,Deposited employee-response record identifier.,identifier,,,1191 distinct nonmissing values; contents suppressed,1191,0,0.0,1191,,,column header,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,2,Attrition,sensitive,configured outcome or employment/health attribute used for attribute-disclosure checks,Whether the respondent had left a previous organization before the current job.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,3,Gender,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Self-reported gender.,binary categorical,,Male/Female,Female; Male,1191,0,0.0,2,extended;core;coarse,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,4,Age,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Participant age band.,ordinal categorical,,21-30; 31-40; 41-50; 51-60 years,21 to 30; 31 to 40; 41 to 50; 51 to 60,1191,0,0.0,4,extended;core;coarse,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,5,Maritalstatus,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Self-reported marital status.,nominal categorical,,Single; Married; Divorced,Divorced; Married; Single,1191,0,0.0,3,extended;core,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,6,Academic_degree,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Highest academic degree.,ordinal categorical,,Diploma/secondary; Bachelor's; Master's; Ph.D.,Bachelor's; Diploma or secondary; Master's; Ph.D,1191,0,0.0,4,extended;core;coarse,,Online_Survey_Questions.docx and Dataset_Keys.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,7,Years_Experience,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Total years of work experience across all organizations.,ordinal categorical,years,,From 11 to 15 years; From 16 to 20 years; From 21 to 25 years; From 26 to 30 years; From 31 to 35 years; From 5 to 10 years; Less than 5 years,1191,0,0.0,7,extended,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,8,Years_experience_lastorganization,other,not used by the current privacy-role configuration,Years of experience in the last organization the respondent left.,ordinal categorical,years,,From 11 to 15 years; From 16 to 20 years; From 21 to 25 years; From 26 to 30 years; From 31 to 35 years; From 5 to 10 years; Less than 5 years,1191,0,0.0,7,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,9,Sector,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Sector of the last organization the respondent left.,nominal categorical,,,16 observed categories/text values; not enumerated,1191,0,0.0,16,extended;core;coarse,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,10,Department,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Department in the last organization the respondent left.,nominal categorical,,,23 observed categories/text values; not enumerated,1191,0,0.0,23,extended;core,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,11,JobTitle,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Job title held in the last organization the respondent left.,nominal categorical,,,71 observed categories/text values; not enumerated,1191,0,0.0,71,extended,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,12,MonthlySalary,quasi_identifier,plausibly linkable background attribute under the stated auxiliary-knowledge model,Monthly salary band including allowances.,ordinal categorical,SAR/month,,From 11000 to 15000 S.R; From 16000 to 20000 S.R; From 21000 to 25000 S.R; From 26000 to 30000 S.R; From 5000 to 10000 S.R; Less than 5000 SAR; S.R 31000 - and more,1191,0,0.0,7,extended,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,13,Allowances,other,not used by the current privacy-role configuration,Deposited coded representation of allowance type(s); local key describes allowance categories but the single numeric code requires depositor confirmation.,nominal code,,,0; 1; 2; 3; 4,1191,0,0.0,5,,,Online_Survey_Questions.docx and observed file,needs_author_confirmation,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,14,MedicalInsurance,other,not used by the current privacy-role configuration,Whether the last organization provided medical insurance.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,15,Bonus,other,not used by the current privacy-role configuration,Whether an annual performance-related bonus was received.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,16,OverTime,other,not used by the current privacy-role configuration,Whether overtime outside the standard schedule was worked.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,17,Payment_Overtime,other,not used by the current privacy-role configuration,"Whether overtime was paid, including the not-applicable category for no overtime.",nominal categorical,,,I don't have overtime; No; Yes,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,18,Rewards&Wages_Satisfaction,other,not used by the current privacy-role configuration,"Satisfaction with monthly income relative to effort, rewards, and wages.",binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,19,Get_ Deserved_Promotion,other,not used by the current privacy-role configuration,Whether the respondent believed deserved promotion was received.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,20,Training_programs_ During_last_three_years,other,not used by the current privacy-role configuration,Number band of training programs provided during the last three years.,ordinal categorical,,,From 1 to 3 training programs; From 4 to 6 training programs; From 7 training programs to more; I did not receive any training,1191,0,0.0,4,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,21,Useful_Training_Programs,other,not used by the current privacy-role configuration,Whether the respondent benefited from the training provided.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,22,Business_Travel,other,not used by the current privacy-role configuration,Frequency of overnight or non-routine business travel.,ordinal categorical,,,I do not travel for work; Travel frequently; Travel rarely,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,23,Job_Support,item_level,fine-grained response item contributing to a potentially distinctive response pattern,Perceived organizational support for completing work.,ordinal categorical,,Low; Medium; High,High; Low; Medium,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,24,Recognition,other,not used by the current privacy-role configuration,Whether supervisors provided moral appreciation and recognition.,binary categorical,,Yes/No,No; Yes,1191,0,0.0,2,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,25,Emotional_Commitment,other,not used by the current privacy-role configuration,Rated emotional commitment and psychological relationship with the organization.,ordinal categorical,,Low; Medium; High,High; Low; Medium,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
D4,Employee_Attrition,26,Job_Engagement,item_level,fine-grained response item contributing to a potentially distinctive response pattern,"Ease of involvement in the job, including participation in decisions and opinions.",ordinal categorical,,Difficult; Medium; Easy,Difficult; Easy; Medium,1191,0,0.0,3,,,Online_Survey_Questions.docx,confirmed_source_document,https://data.mendeley.com/datasets/6z2hty8php/1
